event_id,date,year,quarter,day_index,era,product_family,product,event_type,title_en,title_zh,summary_en,summary_zh,importance,node_tier,lifecycle,map_region,map_lane,glyph,pixel_icon,x_hint,y_hint,source_name,source_url,source_kind,coverage_status,confidence,tags
evt-20250415-chatgpt-image-library,2025-04-15,2025,Q2,867,Agentic Shift,multimodal,ChatGPT Images,feature,ChatGPT Image Library,ChatGPT 影像庫,"All images you create with ChatGPT are now automatically saved to a new Library in the sidebar, giving you one place to browse, revisit, and reuse your work without digging through past conversations. The Library is rolling out today on Web, iOS, and Android for Free, Plus, and Pro users (Enterprise / Edu support coming soon). For now, it displays images generated with 4o Image Generation while we backfill older creations, and you ca…",所有您使用 ChatGPT 建立的影像現在都會自動儲存到側邊欄的新「影像庫」中，讓您能在一處瀏覽、回顧並重複使用您的作品，無需翻找過往的對話紀錄。此影像庫今日於網頁版、iOS 與 Android 平台上向 Free、Plus 與 Pro 使用者推出（企業版/教育版支援即將推出）……,4,major,active,Multimodal Coast,4,~,wave,2432,780,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""multimodal"",""feature"",""ChatGPT Images"",""2025"",""chatgpt-images""]"
evt-20250416-added-two-new-o-series-reasoning-models-o3-and-o4-mini,2025-04-16,2025,Q2,868,Agentic Shift,agents_research,Codex,model_release,"Added two new o-series reasoning models, o3 and o4-mini.",API 推出 o3 與 o4‑mini 推理模型,"Added two new o-series reasoning models, o3 and o4-mini . They set a new standard for math, science, and coding, visual reasoning tasks, and technical writing. Launched Codex, our code generation CLI tool.",API 推出 o3 與 o4‑mini 推理模型。OpenAI 將此列為 2025-04-16 的功能；重點涉及Codex 編碼代理、代理與工具調用，模型、端點與參數名稱依官方英文保留。,4,major,active,Agentic Frontier,2,>,compass,2434,480,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""agents_research"",""model_release"",""Codex"",""codex"",""coding-agent"",""feature""]"
evt-20250416-openai-o3-launches-in-chatgpt,2025-04-16,2025,Q2,868,Agentic Shift,models_reasoning,OpenAI o-series,model_release,OpenAI o3 launches in ChatGPT,OpenAI o3 在 ChatGPT 中推出,"OpenAI released o3 in ChatGPT as a reasoning model for complex coding, math, science, and visual-analysis tasks, with access to ChatGPT tools.",OpenAI 在 ChatGPT 中推出 o3，這是一個用於複雜程式開發、數學、科學和視覺分析任務的推理模型，並可使用 ChatGPT 工具。,4,major,active,Model Mountains,1,^,peak,2434,349,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""models_reasoning"",""model_release"",""OpenAI o-series"",""2025"",""models-reasoning"",""openai-o-series""]"
evt-20250416-openai-o4-mini-launches-in-chatgpt,2025-04-16,2025,Q2,868,Agentic Shift,models_reasoning,OpenAI o-series,model_release,OpenAI o4-mini launches in ChatGPT,OpenAI o4-mini 在 ChatGPT 中推出,"OpenAI released o4-mini in ChatGPT as a smaller, faster, cost-efficient reasoning model with high usage limits and strong math, coding, and visual performance.",OpenAI 在 ChatGPT 中推出 o4-mini，這是一個更小、更快、且具成本效益的推理模型，具有高使用限制以及強大的數學、程式開發和視覺效能。,4,major,active,Model Mountains,1,^,peak,2434,327,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""models_reasoning"",""model_release"",""OpenAI o-series"",""2025"",""models-reasoning"",""openai-o-series""]"
evt-20250416-memory-with-search,2025-04-16,2025,Q2,868,Agentic Shift,memory_knowledge,ChatGPT Search,feature,Memory with Search,具備搜尋功能的記憶功能,ChatGPT can also use memories to inform search queries when ChatGPT searches the web using third-party search providers. Learn more about search.,OpenAI 於 2025-04-16 為 ChatGPT Search 新增功能；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Memory Forest,5,&,tree,2434,905,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""memory_knowledge"",""feature"",""ChatGPT Search"",""2025"",""memory"",""memory-knowledge""]"
evt-20250501-sunsetting-monday-gpt,2025-05-01,2025,Q2,883,Agentic Shift,chatgpt_core,ChatGPT Voice,deprecation,Sunsetting Monday GPT,停用 Monday GPT,"Launched on April 1 as a one-month surprise, our “Monday” personality (available in both voice and text) has now been sunset. We hope you enjoyed Monday's irreverent style, and we’re already working on new personalities for future use. Please stay tuned for what’s next!",作為 4 月 1 日推出的為期一個月的驚喜，我們的「Monday」個性（提供語音和文字版本）現已停用。希望您喜歡 Monday 不拘一格的風格，我們已經在為未來開發新的個性。請持續關注後續內容！,4,major,deprecated,Origin Plaza,0,@,home,2473,206,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""chatgpt_core"",""deprecation"",""ChatGPT Voice"",""2025"",""chatgpt"",""chatgpt-core""]"
evt-20250507-launched-support-for-reinforcement-fine-tuning,2025-05-07,2025,Q2,889,Agentic Shift,developer_platform,Fine-tuning API,model_release,Launched support for reinforcement fine-tuning.,推出強化微調支援,Launched support for reinforcement fine-tuning . Learn about available fine-tuning methods . gpt-4.1-nano is now available for fine-tuning.,推出強化微調支援。OpenAI 將此列為 2025-05-07 的功能；重點涉及模型微調，模型、端點與參數名稱依官方英文保留。,4,major,active,Toolsmith Harbor,3,#,terminal,2488,622,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""developer_platform"",""model_release"",""Fine-tuning API"",""custom-models"",""feature"",""fine-tuning""]"
evt-20250508-github-connector-for-deep-research-for-plus-pro-team,2025-05-08,2025,Q2,890,Agentic Shift,agents_research,deep research,integration,GitHub connector for deep research for Plus/Pro/Team,適用於 Plus/Pro/Team 的深度研究 GitHub 連接器,"ChatGPT deep research with GitHub is available globally to Team users. It is also gradually rolling out to Plus and Pro users, except for those in the EEA, Switzerland, and the UK. Enterprise user access will be announced at a later date. See: Connecting GitHub to ChatGPT deep research.",ChatGPT 深度研究與 GitHub 的整合已向全球 Team 使用者開放。該功能也正逐步向 Plus 和 Pro 使用者推出，但 EEA、瑞士和英國的使用者除外。企業使用者存取權限將於稍後公布。請參閱：將 GitHub 連接到 ChatGPT 深度研究。,4,major,active,Agentic Frontier,2,>,compass,2491,498,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""agents_research"",""integration"",""deep research"",""2025"",""agents-research"",""deep-research""]"
evt-20250508-enhanced-memory-in-chatgpt-including-eu-on-plus-pro,2025-05-08,2025,Q2,890,Agentic Shift,memory_knowledge,ChatGPT Memory,feature,Enhanced Memory in ChatGPT (including EU) on Plus/Pro,ChatGPT Plus/Pro 的增強記憶功能（包含歐盟）,"Enhanced memory rolling out to all Plus and Pro users (including the EU). The new memory features are available in the EEA (EU + UK), Switzerland, Norway, Iceland, or Liechtenstein. These features are OFF by default and must be enabled in Settings Personalization Reference Chat History. • Saved memories and Chat history are offered only to Plus and Pro accounts. • Free‑tier users have access to Saved memories only. • Outside the Euro…",增強記憶功能正向所有 Plus 和 Pro 使用者（包含歐盟）推出。新的記憶功能適用於 EEA（歐盟 + 英國）、瑞士、挪威、冰島或列支敦斯登。這些功能預設為關閉，必須在「設定 個人化 參照對話記錄」中啟用。,4,major,active,Memory Forest,5,&,tree,2491,923,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""memory_knowledge"",""feature"",""ChatGPT Memory"",""2025"",""memory"",""memory-knowledge""]"
evt-20250512-microsoft-sharepoint-and-onedrive-connector-for-deep-resea,2025-05-12,2025,Q2,894,Agentic Shift,agents_research,deep research,integration,Microsoft Sharepoint and OneDrive connector for deep research for Plus/Pro/Team,針對 Plus/Pro/Team 的 ChatGPT 深度研究 Microsoft SharePoint 與 OneDrive 連接器,"ChatGPT deep research with Sharepoint and OneDrive is available globally to Team users. It is also gradually rolling out to Plus and Pro users, except for those in the EEA, Switzerland, and the UK. Enterprise user access will be announced at a later date. See: Connecting SharePoint and Microsoft OneDrive to ChatGPT deep research",支援 SharePoint 與 OneDrive 的 ChatGPT 深度研究功能已開放給全球 Team 用戶使用。該功能也正逐步推廣至 Plus 與 Pro 用戶（不含歐洲經濟區、瑞士與英國）。企業用戶的存取權限將於日後另行公告。參考：將 SharePoint 與 Microsoft OneDrive 連接到 ChatGPT 深度研究,4,major,active,Agentic Frontier,2,>,compass,2501,432,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""agents_research"",""integration"",""deep research"",""2025"",""agents-research"",""deep-research""]"
evt-20250512-export-deep-research-as-pdf-for-plus-pro-team,2025-05-12,2025,Q2,894,Agentic Shift,agents_research,deep research,feature,Export Deep Research as PDF for Plus/Pro/Team,將深度研究匯出為 PDF（適用於 Plus/Pro/Team）,"You can now export your deep research reports as well-formatted PDFs—complete with tables, images, linked citations, and sources. To use, click the share icon and select 'Download as PDF.' It works for both new and past reports.",您現在可以將深度研究報告匯出為格式良好的 PDF，其中包含表格、影像、連結的引用和來源。使用方法：點擊分享圖示並選擇「下載為 PDF」。此功能適用於新的和過去的報告。,4,major,active,Agentic Frontier,2,>,compass,2501,465,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""agents_research"",""feature"",""deep research"",""2025"",""agents-research"",""deep-research""]"
evt-20250514-releasing-gpt-4-1-in-chatgpt-for-all-paid-users,2025-05-14,2025,Q2,896,Agentic Shift,models_reasoning,GPT-4.1,model_release,Releasing GPT-4.1 in ChatGPT for all paid users,在 ChatGPT 中為所有付費用戶推出 GPT-4.1,"Since its launch in the API in April, GPT-4.1 has become a favorite among developers—by popular demand, we’re making it available directly in ChatGPT. GPT-4.1 is a specialized model that excels at coding tasks. Compared to GPT-4o, it's even stronger at precise instruction following and web development tasks, and offers an alternative to OpenAI o3 and OpenAI o4-mini for simpler, everyday coding needs. Starting today, Plus, Pro, and Te…",自四月於 API 推出以來，GPT-4.1 深受開發者喜愛，應廣大需求，我們現已將其直接導入 ChatGPT。GPT-4.1 是一款擅長程式編寫任務的專業模型……,5,landmark,active,Model Mountains,1,^,peak,2506,287,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,corroborated,high,"[""models_reasoning"",""model_release"",""GPT-4.1"",""2025"",""gpt-4.1"",""models-reasoning""]"
evt-20250514-introducing-gpt-4-1-mini-replacing-gpt-4o-mini-in-chatgpt-,2025-05-14,2025,Q2,896,Agentic Shift,models_reasoning,GPT-4.1,model_release,"Introducing GPT-4.1 mini, replacing GPT-4o mini, in ChatGPT for all users",推出 GPT-4.1 mini，取代 ChatGPT 中所有用戶的 GPT-4o mini,"GPT-4.1 mini is a fast, capable, and efficient small model, delivering significant improvements compared to GPT-4o mini—in instruction-following, coding, and overall intelligence. Starting today, GPT-4.1 mini replaces GPT-4o mini in the model picker under ""more models"" for paid users, and will serve as the fallback model for free users once they reach their GPT-4o usage limits. Rate limits remain the same. Evals for GPT-4.1 and GPT-4…",GPT-4.1 mini 是一款快速、強大且高效的小型模型，相較於 GPT-4o mini 在指令遵循、程式編寫及整體智慧能力上有顯著提升……,5,landmark,active,Model Mountains,1,^,peak,2506,336,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,corroborated,high,"[""models_reasoning"",""model_release"",""GPT-4.1"",""2025"",""gpt-4.1"",""models-reasoning""]"
evt-20250515-launched-codex-mini-latest-in-the-api-optimized-for-use-wi,2025-05-15,2025,Q2,897,Agentic Shift,agents_research,Codex,launch,"Launched codex-mini-latest in the API, optimized for use with the Codex CLI.",推出：Codex,"v1/chat/completions Launched codex-mini-latest in the API, optimized for use with the Codex CLI.","推出：codex-mini-latest in API, optimized for use with Codex CLI。OpenAI 將此列為 2025-05-15 的功能；重點涉及Codex 編碼代理，模型、端點與參數名稱依官方英文保留。",4,major,active,Agentic Frontier,2,>,compass,2508,479,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,corroborated,high,"[""agents_research"",""launch"",""Codex"",""codex"",""coding-agent"",""feature""]"
evt-20250515-dropbox-connector-for-deep-research-for-plus-pro-team,2025-05-15,2025,Q2,897,Agentic Shift,agents_research,deep research,integration,Dropbox connector for deep research for Plus/Pro/Team,針對 Plus/Pro/Team 的 Dropbox 深度研究連接器,"ChatGPT deep research with Dropbox is available globally to Team users. It is also gradually rolling out to Plus and Pro users, except for those in the EEA, Switzerland, and the UK. Enterprise user access will be announced at a later date. See: Connect apps to ChatGPT deep research",支援 Dropbox 的 ChatGPT 深度研究功能已開放給全球 Team 用戶使用。該功能也正逐步推廣至 Plus 與 Pro 用戶（不含歐洲經濟區、瑞士與英國）。企業用戶的存取權限將於日後另行公告。參考：將應用程式連接到 ChatGPT 深度研究,4,major,active,Agentic Frontier,2,>,compass,2508,479,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""agents_research"",""integration"",""deep research"",""2025"",""agents-research"",""deep-research""]"
evt-20250515-github-connector-for-deep-research,2025-05-15,2025,Q2,897,Agentic Shift,agents_research,deep research,integration,GitHub connector for deep research,用於深度研究的 GitHub 連接器,"The GitHub connector is now available globally to Plus/Pro/Team users, including those in the EEA, Switzerland, and the UK.",OpenAI 於 2025-05-15 為 Deep Research 擴大開放範圍；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Agentic Frontier,2,>,compass,2508,454,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""agents_research"",""integration"",""deep research"",""2025"",""agents-research"",""deep-research""]"
evt-20250516-introducing-codex,2025-05-16,2025,Q2,898,Agentic Shift,agents_research,Codex,launch,Introducing Codex,推出 Codex,"OpenAI launched the Codex cloud software-engineering agent in research preview, powered by codex-1 and capable of working on multiple tasks in isolated cloud sandboxes.",OpenAI 推出 Codex 雲端軟體工程代理的研究預覽版；它由 codex-1 驅動，可在隔離的雲端沙盒中同時處理多項任務。,5,landmark,research_preview,Agentic Frontier,2,>,compass,2511,461,Introducing Codex,https://openai.com/index/introducing-codex/,official_launch_post,complete,high,"[""agents_research"",""launch"",""Codex"",""2025"",""agents-research"",""codex""]"
evt-20250603-new-model-snapshots-available-for-gpt-4o-audio-preview-and,2025-06-03,2025,Q2,916,Agentic Shift,agents_research,Agents SDK,model_release,New model snapshots available for gpt-4o-audio-preview and gpt-4o-realtime-preview.,模型發布：Agents SDK,New model snapshots available for gpt-4o-audio-preview and gpt-4o-realtime-preview . Released Agents SDK for TypeScript .,API 更新：全新 模型快照 available for gpt-4o-audio-preview and gpt-4o-realtime-preview。OpenAI 將此列為 2025-06-03 的功能；重點涉及代理與工具調用、即時語音與音訊，模型、端點與參數名稱依官方英文保留。,4,major,research_preview,Agentic Frontier,2,>,compass,2557,476,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""agents_research"",""model_release"",""Agents SDK"",""agents"",""agents-sdk"",""feature""]"
evt-20250603-memory-is-now-more-comprehensive-for-free-users,2025-06-03,2025,Q2,916,Agentic Shift,memory_knowledge,ChatGPT Memory,feature,Memory is now more comprehensive for Free users,Memory 功能對免費版用戶更臻全面,"Memory improvements are starting to roll out to Free users. In addition to the saved memories that were there before, ChatGPT now references your recent conversations to deliver responses that feel more relevant and tailored to you. Free users must be logged in and on up-to-date apps (iOS/Android v1.2025.147+). Free users in EEA (EU + UK), Switzerland, Norway, Iceland, or Liechtenstein will see a prompt to enable this setting or can…",Memory 功能的改進正陸續向免費版用戶推出。除了先前儲存的記憶外，ChatGPT 現在也會參考您近期的對話，以提供更相關且客製化的回應。免費版用戶需登入並使用最新版本的應用程式（iOS/Android v1.2025.147+）……,4,major,active,Memory Forest,5,&,tree,2557,920,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""memory_knowledge"",""feature"",""ChatGPT Memory"",""2025"",""memory"",""memory-knowledge""]"
evt-20250604-connectors-in-beta-for-deep-research-plus-pro-team-enterpr,2025-06-04,2025,Q2,917,Agentic Shift,agents_research,deep research,integration,"Connectors in beta for deep research (Plus, Pro, Team, Enterprise, Edu)",用於深度研究的連接器進入 Beta 測試階段（Plus、Pro、Team、Enterprise、Edu）,"ChatGPT Team, Enterprise, and Edu customers globally can use connectors in deep research, as well as Pro and Plus users (excluding users in Switzerland, EEA, and the UK) to generate long-form, cited responses that include your company’s internal tools. Supported connectors: Google Drive, SharePoint, Dropbox, Box, Outlook, Gmail, Google Calendar, Linear, GitHub, HubSpot, and Teams Combines internal + web sources for synthesis Learn mo…",全球的 ChatGPT Team、Enterprise 與 Edu 客戶，以及 Pro 與 Plus 用戶（不含瑞士、歐洲經濟區與英國的用戶），現可於深度研究功能中使用連接器，以生成包含貴公司內部工具資訊的長篇且附帶引用的回應……,4,major,beta,Agentic Frontier,2,>,compass,2559,499,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""agents_research"",""integration"",""deep research"",""2025"",""agents-research"",""deep-research""]"
evt-20250604-custom-connectors-via-model-context-protocol-pro-team-ente,2025-06-04,2025,Q2,917,Agentic Shift,developer_platform,ChatGPT Enterprise & Edu,integration,"Custom connectors via Model Context Protocol (Pro, Team, Enterprise, Edu)",透過 Model Context Protocol (MCP) 建立自訂連接器（Pro、Team、Enterprise、Edu）,"Admins and users can now build and deploy custom connectors to proprietary systems using Model Context Protocol (MCP). Requires a remote MCP server Available only in deep research Admin-published connectors appear in the connector list for all users Learn more about building custom connectors with MCP. For Team, Enterprise, and Edu plans, only admins can build and deploy custom connectors.",管理員與使用者現在可以使用 Model Context Protocol (MCP) 建立並部署連接至專有系統的自訂連接器。需要遠端 MCP 伺服器，且僅限於深度研究功能中使用。管理員發佈的連接器將出現在所有用戶的連接器清單中。進一步了解如何使用 MCP 建立自訂連接器……,4,major,active,Toolsmith Harbor,3,#,terminal,2559,624,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""developer_platform"",""integration"",""ChatGPT Enterprise & Edu"",""2025"",""apps-connectors"",""developer-platform""]"
evt-20250607-updates-to-advanced-voice-mode-for-paid-users,2025-06-07,2025,Q2,920,Agentic Shift,models_reasoning,ChatGPT Voice,launch,Updates to Advanced Voice Mode for paid users,更新：Advanced Voice Mode 面向付費使用者,"We're upgrading Advanced Voice in ChatGPT for paid users with significant enhancements in intonation and naturalness, making interactions feel more fluid and human-like. When we first launched Advanced Voice, it represented a leap forward in AI speech—now, it speaks even more naturally, with subtler intonation, realistic cadence (including pauses and emphases), and more on-point expressiveness for certain emotions including empathy,…",OpenAI 於 2025-06-07 為 ChatGPT Voice 推出新產品或能力；此節點依官方發布記錄整理，完整能力、適用方案與限制請見來源。,4,major,active,Model Mountains,1,^,peak,2567,282,Model Release Notes,https://help.openai.com/en/articles/9624314-model-release-notes,help_center_release_notes,parsed,high,"[""models_reasoning"",""launch"",""ChatGPT Voice""]"
evt-20250610-today-we-re-launching-openai-o3-pro-available-now-for-pro-,2025-06-10,2025,Q2,923,Agentic Shift,models_reasoning,OpenAI o-series,model_release,"Today, we're launching OpenAI o3-pro—available now for Pro users in ChatGPT and in our API.",今天，我們推出 OpenAI o3-pro—即日起於 ChatGPT 和 API 中開放給 Pro 使用者。,"Like o1-pro, o3-pro is a version of our most intelligent model, o3, designed to think longer and provide the most reliable responses. Since the launch of o1-pro, users have favored this model for domains such as math, science, and coding—areas where o3-pro continues to excel, as shown in academic evaluations. Like o3, o3-pro has access to tools that make ChatGPT useful—it can search the web, analyze files, reason about visual inputs,…",如同 o1-pro，o3-pro 是我們最聰明模型 o3 的一個版本，旨在進行更長時間的思考並提供最可靠的回應。自 o1-pro 推出以來，使用者在數學、科學和程式設計等領域偏好此模型，而在學術評估中顯示，o3-pro 在這些領域持續表現優異……,4,major,active,Model Mountains,1,^,peak,2575,285,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""models_reasoning"",""model_release"",""OpenAI o-series"",""2025"",""models-reasoning"",""openai-o-series""]"
evt-20250610-gpt-4o-audio-preview-2024-10-01-deprecation,2025-06-10,2025,Q2,923,Agentic Shift,safety_lifecycle,Model Platform,deprecation,gpt-4o-audio-preview-2024-10-01 deprecation,gpt-4o-audio-preview-2024-10-01 棄用公告,"On June 10th, 2025, we notified developers using gpt-4o-realtime-preview-2024-10-01 of its deprecation and removal from the API in three months. Schedule/replacements: 2025-10-10 gpt-4o-realtime-preview-2024-10-01 gpt-realtime-1.5",OpenAI 於 2025-06-10 公告 gpt-4o-realtime-preview-2024-10-01 的棄用或下線時程，並列出替代方案與遷移方向。,4,major,deprecated,Safety Wall,9,!,shield,2575,1464,OpenAI API Deprecations,https://developers.openai.com/api/docs/deprecations#2025-06-10-gpt-4o-audio-preview-2024-10-01,official_deprecation_registry,corroborated,high,"[""safety_lifecycle"",""deprecation"",""Model Platform"",""api"",""model-platform""]"
evt-20250612-adding-more-capabilities-to-projects,2025-06-12,2025,Q2,925,Agentic Shift,memory_knowledge,Deep Research,feature,Adding More Capabilities to Projects,為 Projects 增加更多功能,"Starting today, we’re adding several updates to projects in ChatGPT to help you do more focused work. These updates are available for Plus, Pro, and Team users. Deep research and voice mode support Improvements to memory to reference past chats in a project Sharing chats from projects Starting a new project directly from a chat Upload files and access model selector on mobile Learn more about projects. Memory improvements are availab…",即日起，我們為 ChatGPT 中的 Projects 增加多項更新，協助您進行更專注的工作。這些更新適用於 Plus、Pro 和 Team 使用者……,4,major,active,Memory Forest,5,&,tree,2580,877,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""memory_knowledge"",""feature"",""Deep Research"",""2025"",""memory-knowledge"",""projects""]"
evt-20250612-expanded-model-support-for-custom-gpts,2025-06-12,2025,Q2,925,Agentic Shift,developer_platform,Custom GPTs,feature,Expanded Model Support for Custom GPTs,擴大 Custom GPTs 的模型支援,"Creators can now choose from the full set of ChatGPT models (GPT-4o, o3, o4-mini and more) when building Custom GPTs—making it easier to fine-tune performance for different tasks, industries, and workflows. Creators can also set a recommended model to guide users. Key details: GPTs without Custom Actions can use the model picker to select from all models available to the user. GPTs with Custom Actions currently support GPT-4o and 4.1…",創作者在建立 Custom GPTs 時，現在可以從完整的 ChatGPT 模型集合（GPT-4o、o3、o4-mini 等）中進行選擇，這讓調整針對不同任務、產業和工作流程的效能變得更加容易。創作者亦可設定推薦模型以引導使用者……,4,major,active,Toolsmith Harbor,3,#,terminal,2580,595,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""developer_platform"",""feature"",""Custom GPTs"",""2025"",""custom-gpts"",""developer-platform""]"
evt-20250613-improvements-to-the-chatgpt-search-response-quality,2025-06-13,2025,Q2,926,Agentic Shift,search_commerce,ChatGPT Search,feature,Improvements to the ChatGPT search response quality,提升 ChatGPT 搜尋回應品質,"We’ve upgraded ChatGPT search for all users to provide even more comprehensive, up-to-date responses. In testing, we found users preferred these search improvements over our previous search experience. Smarter responses that are more intelligent, are better at understanding what you’re asking, and provide more comprehensive answers. Handles longer conversational contexts, allowing better intelligence in longer conversations. More rob…",我們已升級所有使用者的 ChatGPT 搜尋功能，以提供更全面、即時的回應。在測試中，我們發現使用者更偏好這些搜尋改進，勝過先前的搜尋體驗。回應更聰明、更能理解您的提問，並提供更全面的答案……,4,major,active,Commerce Bazaar,6,$,shop,2582,1091,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""search_commerce"",""feature"",""ChatGPT Search"",""2025"",""chatgpt-search"",""search-commerce""]"
evt-20250616-expanded-model-support-for-custom-gpts,2025-06-16,2025,Q2,929,Agentic Shift,enterprise_vertical,Custom GPTs,model_release,Expanded Model Support for Custom GPTs,模型發布：Expanded Model Support for Custom GPTs,"Enterprise and Edu users can also now choose from the full set of ChatGPT models (GPT-4o, o3, o4-mini and more) when building Custom GPTs. This was launched to Plus, Pro and Team users earlier this month. Key details: GPTs without Custom Actions can use the model picker to select from all models available to the user. GPTs with Custom Actions currently support GPT-4o and 4.1 Available on web for users on all paid plans (Plus, Pro Tea…",Enterprise 和 Edu 使用者現在在建立 Custom GPTs 時，也能從完整的 ChatGPT 模型集合（GPT-4o、o3、o4-mini 等）中進行選擇。此功能已於本月初對 Plus、Pro 和 Team 使用者推出。關鍵細節：沒有 Custom Actions 的 GPTs 可以使用模型選擇器，從使用者可用的所有模型中進行選擇……,5,landmark,active,Enterprise Citadel,7,H,citadel,2590,1237,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""enterprise_vertical"",""model_release"",""Custom GPTs"",""2025"",""custom-gpts"",""developer-platform"",""feature""]"
evt-20250618-chatgpt-record-mode,2025-06-18,2025,Q2,931,Agentic Shift,multimodal,ChatGPT Voice,launch,ChatGPT record mode,ChatGPT 錄音模式,"Capture meetings, brainstorms, or voice notes. Launching today for Pro, Enterprise, and Edu users. Previously launched for Team users on June 4, 2025. ChatGPT will transcribe, summarize, and turn them into helpful outputs like follow-ups, plans, or even code. Available on the macOS desktop app only. Learn more about ChatGPT Record.",捕捉會議、腦力激盪或語音筆記。即日起對 Pro、Enterprise 和 Edu 使用者推出。先前已於 2025 年 6 月 4 日對 Team 使用者推出。ChatGPT 將對其進行轉錄、摘要，並將其轉化為有用的產出，例如後續行動、計畫，甚至是程式碼。僅適用於 macOS 桌面應用程式。深入了解 ChatGPT Record。,5,landmark,active,Multimodal Coast,4,~,wave,2595,746,ChatGPT — Release Notes,https://help.openai.com/en/articles/6825453-chatgpt-release-notes,help_center_release_notes,complete,high,"[""multimodal"",""launch"",""ChatGPT Voice"",""2025"",""chatgpt""]"
evt-20250624-released-o3-deep-research-and-o4-mini-deep-research,2025-06-24,2025,Q2,937,Agentic Shift,models_reasoning,Model Platform,model_release,Released o3-deep-research and o4-mini-deep-research,API 推出 o3 與 o4‑mini deep research 模型,"Released o3-deep-research and o4-mini-deep-research , deep research variants of our o-series reasoning models optimized for deep analysis and research tasks. Learn more in the deep research guide . Added support for async event handling with webhooks . Reduced and simplified pricing for the web search tool. Added support for the web search tool .",API 推出 o3 與 o4‑mini deep research 模型。OpenAI 將此列為 2025-06-24 的功能；重點涉及代理與工具調用，模型、端點與參數名稱依官方英文保留。,4,major,active,Model Mountains,1,^,peak,2611,283,OpenAI API Changelog,https://developers.openai.com/api/docs/changelog,official_changelog,complete,high,"[""models_reasoning"",""model_release"",""Model Platform"",""api"",""feature"",""models""]"
