source_id,title,url_or_path,source_type,published_at,retrieved_at,quality_score,used_for_claims,notes
official-developers-openai-com-codex-changelog-codex-2026-05-21,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-05-21,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-05-25-mobile,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-05-25-mobile,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-05-26,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-05-26,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-05-28-app,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-05-28-app,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-01,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-01,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-01-app,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-01-app,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-02,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-02,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-02-mobile,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-02-mobile,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-04-app,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-04-app,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-09-app,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-09-app,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-09-mobile,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-09-mobile,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-11-app,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-11-app,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-15-mobile,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-15-mobile,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-16-app,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-16-app,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-18-app,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-18-app,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-22-mobile,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-22-mobile,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-06-25,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-06-25,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-07-06-mobile,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-07-06-mobile,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-developers-openai-com-codex-changelog-codex-2026-07-09-app,Codex Changelog,https://developers.openai.com/codex/changelog/#codex-2026-07-09-app,official_changelog,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-help-openai-com-en-articles-12111915-chatgpt-team-is-now-chatgpt-business,ChatGPT Business Rename FAQ,https://help.openai.com/en/articles/12111915-chatgpt-team-is-now-chatgpt-business,official_help_center,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-help-openai-com-en-articles-20001276,Moving to the new ChatGPT desktop app,https://help.openai.com/en/articles/20001276/,official_help_center,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-help-openai-com-en-articles-20001371-evolving-atlas-into-chatgpt-for-browser-bas,Evolving Atlas into ChatGPT for browser-based agentic work,https://help.openai.com/en/articles/20001371-evolving-atlas-into-chatgpt-for-browser-based-agentic-work,official_help_center,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-12-days,12 Days of OpenAI,https://openai.com/12-days/,event_archive,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-advanced-account-security,Introducing Advanced Account Security,https://openai.com/index/advanced-account-security/,official_security_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-chatgpt-can-now-see-hear-and-speak,"ChatGPT can now see, hear, and speak",https://openai.com/index/chatgpt-can-now-see-hear-and-speak/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-chatgpt-plugins,ChatGPT plugins,https://openai.com/index/chatgpt-plugins/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-chatgpt-plus,Introducing ChatGPT Plus,https://openai.com/index/chatgpt-plus/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-codex-now-generally-available,Codex is now generally available,https://openai.com/index/codex-now-generally-available/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-custom-instructions-for-chatgpt,Custom instructions for ChatGPT,https://openai.com/index/custom-instructions-for-chatgpt/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-dall-e-3-is-now-available-in-chatgpt-plus-and-enterprise,DALL-E 3 is now available in ChatGPT Plus and Enterprise,https://openai.com/index/dall-e-3-is-now-available-in-chatgpt-plus-and-enterprise/,product_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-daybreak-securing-the-world,Daybreak: Tools for securing every organization in the world,https://openai.com/index/daybreak-securing-the-world/,official_security_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-function-calling-and-other-api-updates,Function calling and other API updates,https://openai.com/index/function-calling-and-other-api-updates/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-gpt-3-5-turbo-fine-tuning-and-api-updates,GPT-3.5 Turbo fine-tuning and API updates,https://openai.com/index/gpt-3-5-turbo-fine-tuning-and-api-updates/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-gpt-4,GPT-4,https://openai.com/index/gpt-4/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-gpt-4-api-general-availability,GPT-4 API general availability,https://openai.com/index/gpt-4-api-general-availability/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-gpt-4-research,GPT-4,https://openai.com/index/gpt-4-research/,model_release_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-gpt-4o-and-more-tools-to-chatgpt-free,Introducing GPT-4o and more tools to ChatGPT free users,https://openai.com/index/gpt-4o-and-more-tools-to-chatgpt-free/,product_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-gpt-4o-mini-advancing-cost-efficient-intelligence,GPT-4o mini: advancing cost-efficient intelligence,https://openai.com/index/gpt-4o-mini-advancing-cost-efficient-intelligence/,model_release_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-gpt-5-1-codex-max,Building more with GPT-5.1-Codex-Max,https://openai.com/index/gpt-5-1-codex-max/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-gpt-5-5-with-trusted-access-for-cyber,Scaling Trusted Access for Cyber with GPT-5.5 and GPT-5.5-Cyber,https://openai.com/index/gpt-5-5-with-trusted-access-for-cyber/,official_security_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-hello-gpt-4o,Hello GPT-4o,https://openai.com/index/hello-gpt-4o/,model_release_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-4o-image-generation,Introducing 4o Image Generation,https://openai.com/index/introducing-4o-image-generation/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-apps-in-chatgpt,Introducing apps in ChatGPT and the new Apps SDK,https://openai.com/index/introducing-apps-in-chatgpt/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-canvas,Introducing canvas,https://openai.com/index/introducing-canvas/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-chatgpt-agent,Introducing ChatGPT agent,https://openai.com/index/introducing-chatgpt-agent/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-chatgpt-and-whisper-apis,Introducing APIs for GPT-3.5 Turbo and Whisper,https://openai.com/index/introducing-chatgpt-and-whisper-apis/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-chatgpt-atlas,Introducing ChatGPT Atlas,https://openai.com/index/introducing-chatgpt-atlas/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-chatgpt-edu,Introducing ChatGPT Edu,https://openai.com/index/introducing-chatgpt-edu/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-chatgpt-enterprise,Introducing ChatGPT Enterprise,https://openai.com/index/introducing-chatgpt-enterprise/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-chatgpt-pro,Introducing ChatGPT Pro,https://openai.com/index/introducing-chatgpt-pro/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-chatgpt-search,Introducing ChatGPT search,https://openai.com/index/introducing-chatgpt-search/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-chatgpt-team,Introducing ChatGPT Team,https://openai.com/index/introducing-chatgpt-team/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-codex,Introducing Codex,https://openai.com/index/introducing-codex/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-deep-research,Introducing deep research,https://openai.com/index/introducing-deep-research/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-gpt-4-5,Introducing GPT-4.5,https://openai.com/index/introducing-gpt-4-5/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-gpt-5-2,Introducing GPT-5.2,https://openai.com/index/introducing-gpt-5-2/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-gpt-5-2-codex,Introducing GPT-5.2-Codex,https://openai.com/index/introducing-gpt-5-2-codex/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-gpt-5-3-codex,Introducing GPT-5.3-Codex,https://openai.com/index/introducing-gpt-5-3-codex/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-gpt-5-3-codex-spark,Introducing GPT-5.3-Codex-Spark,https://openai.com/index/introducing-gpt-5-3-codex-spark/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-gpt-5-4-mini-and-nano,Introducing GPT-5.4 mini and nano,https://openai.com/index/introducing-gpt-5-4-mini-and-nano/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-gpt-5-5,Introducing GPT-5.5,https://openai.com/index/introducing-gpt-5-5/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-gpt-oss,Introducing gpt-oss,https://openai.com/index/introducing-gpt-oss/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-gpt-oss-safeguard,Introducing gpt-oss-safeguard,https://openai.com/index/introducing-gpt-oss-safeguard/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-lockdown-mode-and-elevated-risk-labels-in-chatgpt,Introducing Lockdown Mode and Elevated Risk labels in ChatGPT,https://openai.com/index/introducing-lockdown-mode-and-elevated-risk-labels-in-chatgpt/,official_security_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-openai-o1-preview,Introducing OpenAI o1-preview,https://openai.com/index/introducing-openai-o1-preview/,model_release_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-operator,Introducing Operator,https://openai.com/index/introducing-operator/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-the-chatgpt-app-for-ios,Introducing the ChatGPT app for iOS,https://openai.com/index/introducing-the-chatgpt-app-for-ios/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-introducing-the-gpt-store,Introducing the GPT Store,https://openai.com/index/introducing-the-gpt-store/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-memory-and-new-controls-for-chatgpt,Memory and new controls for ChatGPT,https://openai.com/index/memory-and-new-controls-for-chatgpt/,product_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-new-models-and-developer-products-announced-at-devday,New models and developer products announced at DevDay,https://openai.com/index/new-models-and-developer-products-announced-at-devday/,release_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-new-tools-for-chatgpt-enterprise,New compliance and administrative tools for ChatGPT Enterprise,https://openai.com/index/new-tools-for-chatgpt-enterprise/,product_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-new-ways-to-manage-your-data-in-chatgpt,New ways to manage your data in ChatGPT,https://openai.com/index/new-ways-to-manage-your-data-in-chatgpt/,product_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-o1-and-new-tools-for-developers,OpenAI o1 and new tools for developers,https://openai.com/index/o1-and-new-tools-for-developers/,release_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-openai-and-apple-announce-partnership,OpenAI and Apple announce partnership,https://openai.com/index/openai-and-apple-announce-partnership/,partnership_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-scaling-coordinated-vulnerability-disclosure,Scaling coordinated vulnerability disclosure,https://openai.com/index/scaling-coordinated-vulnerability-disclosure/,official_security_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-searchgpt-prototype,SearchGPT Prototype,https://openai.com/index/searchgpt-prototype/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-shipping-sora-for-android-with-codex,How we used Codex to build Sora for Android in 28 days,https://openai.com/index/shipping-sora-for-android-with-codex/,official_engineering_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-sora-2,Sora 2 is here,https://openai.com/index/sora-2/,official_launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-sora-is-here,Sora is here,https://openai.com/index/sora-is-here/,launch_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-update-on-safety-and-security-practices,An update on our safety & security practices,https://openai.com/index/update-on-safety-and-security-practices/,official_safety_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-updating-our-preparedness-framework,Our updated Preparedness Framework,https://openai.com/index/updating-our-preparedness-framework/,official_safety_post,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-index-video-generation-models-as-world-simulators,Video generation models as world simulators,https://openai.com/index/video-generation-models-as-world-simulators/,research_report,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
official-openai-com-products-release-notes,OpenAI product release notes,https://openai.com/products/release-notes/,official_release_feed,,2026-07-13,5,C005 | C006,lane extraction; see lane-results
sora-discontinuation,What to know about the Sora discontinuation,https://help.openai.com/en/articles/20001152-what-to-know-about-the-sora-discontinuation,official_lifecycle_notice,,2026-07-13T08:26:32.836Z,5,C002 | C005 | C006,research/openai-timeline-v0.1/source-snapshots/sora-discontinuation.md
windows-release-notes,Windows App — Release Notes,https://help.openai.com/en/articles/10003026-windows-app-release-notes,help_center_release_notes,,2026-07-13T08:26:32.836Z,5,C002 | C005 | C006,research/openai-timeline-v0.1/source-snapshots/windows-release-notes.md
